SPCD,COMMON_NAME,GENUS,SPECIES,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,QUEBEC_NAME
662,southern crab apple,Malus,angustifolia,0.5,,,MAAN3,43,47,4,29,221,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,24,0.5,24,70,24,78,24,0.67,24,15,24,0.12766,0.91979,0.12152,
663,sweet crab apple,Malus,coronaria,0.5,,,MACO5,43,47,4,29,221,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,24,0.5,24,70,24,78,24,0.67,24,15,24,0.12766,0.91979,0.12152,
664,prairie crab apple,Malus,ioensis,0.5,,,MAIO,43,47,4,29,221,X,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,24,0.5,24,70,24,78,24,0.67,24,15,24,0.12766,0.91979,0.12152,
680,mulberry spp.,Morus,spp.,1,,,MORUS,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/20/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
681,white mulberry,Morus,alba,1,,,MOAL,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
682,red mulberry,Morus,rubra,1,,,MORU2,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
683,Texas mulberry,Morus,microphylla,1,,,MOMI,42,47,4,25,101,,,,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
684,black mulberry,Morus,nigra,1,,,MONI,43,47,4,25,101,,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
690,tupelo spp.,Nyssa,spp.,1,,,NYSSA,35,47,3,31,221,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,23,0.51,23,76.5,23,98,23,0.5,23,14,21,0.12766,0.91979,0.12152,
691,water tupelo,Nyssa,aquatica,0,,,NYAQ2,35,35,3,31,112,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,1,0.58,3,82.36207,11,95.08696,16,0.5,1,14,21,0.12766,0.91979,0.12152,
692,Ogeechee tupelo,Nyssa,ogeche,0,,,NYOG,43,43,4,31,151,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.46,24,0.51,24,76.5,24,98,24,0.5,24,14,24,0.12766,0.91979,0.12152,
693,blackgum,Nyssa,sylvatica,1,,,NYSY,35,35,3,31,113,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,1,0.44,5,71.18182,11,101,1,0.5,1,14,33,0.12766,0.91979,0.12152,
694,swamp tupelo,Nyssa,biflora,0,,,NYBI,35,35,3,31,114,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,24,0.51,24,76.5,24,98,24,0.5,24,14,24,0.12766,0.91979,0.12152,
701,eastern hophornbeam,Ostrya,virginiana,1,,,OSVI,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.63,11,0.5,22,89.1,22,52.61905,9,0.7,11,15,21,0.12766,0.91979,0.12152,OSV
711,sourwood,Oxydendrum,arboreum,1,,,OXAR,43,43,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.5,15,0.6,22,60.25,22,69.88,9,0.55,11,15,21,0.12766,0.91979,0.12152,
712,"paulownia, empress-tree",Paulownia,tomentosa,0,,,PATO2,41,41,3,27,144,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
720,bay spp.,Persea,spp.,1,,,PERSE,43,47,3,33,221,,X,,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
721,redbay,Persea,borbonia,1,,,PEBO,41,41,3,33,127,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
722,"water-elm, planertree",Planera,aquatica,0.5,,,PLAQ,43,43,3,33,151,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
729,sycamore spp.,Platanus,spp.,0,,,PLATA,41,47,3,36,221,X,X,X,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,8/10/2009,440,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.46,25,0.6,25,84,25,81,25,0.49,25,8,25,0.12766,0.91979,0.12152,
730,California sycamore,Platanus,racemosa,0,,,PLRA,47,47,3,36,221,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.46,25,0.6,25,84,25,81,25,0.49,25,8,25,0.12766,0.91979,0.12152,
731,American sycamore,Platanus,occidentalis,0.5,,,PLOC,41,47,3,36,116,X,X,X,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,9/29/2009,10497,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.46,1,0.6,5,84.3,14,81.15217,5,0.49,1,8,32,0.12766,0.91979,0.12152,
732,Arizona sycamore,Platanus,wrightii,0,,,PLWR2,41,47,3,36,221,,,X,X,X,,H,,,,X,,,W,,2,,,2/24/2005,333,,8/10/2009,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.46,25,0.6,25,84,25,81,25,0.49,25,8,25,0.12766,0.91979,0.12152,
740,cottonwood and poplar spp.,Populus,spp.,0,,,POPUL,37,44,3,36,221,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,23,0.46,23,87.67,23,106.33,23,0.39,23,18.44,21,0.09658,0.91882,0.08593,PEH
741,balsam poplar,Populus,balsamifera,0,,,POBA2,37,44,3,32,117,X,X,,X,X,X,H,X,,X,X,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.31,1,0.5,8,85.9,11,106.77419,5,0.34,1,22,21,0.09658,0.91882,0.08593,PEB
742,eastern cottonwood,Populus,deltoides,0,,,PODE3,37,44,3,36,118,X,X,,X,X,X,H,X,X,,X,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.37,1,0.38,5,56.02632,22,116.56757,16,0.4,1,22,30,0.09658,0.91882,0.08593,PED
