SPCD,COMMON_NAME,GENUS,SPECIES,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,QUEBEC_NAME
322,bigtooth maple,Acer,grandidentatum,1,,,ACGR3,48,48,4,38,159,,,X,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,8/10/2009,440,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.47,24,0.53,24,90.57,24,70.29,24,0.52,24,10.88,24,0.12798,0.92267,0.12506,
323,chalk maple,Acer,leucoderme,1,,,ACLE,31,31,4,36,97,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84103,0.47,24,0.53,24,90.57,24,70.29,24,0.52,24,10.88,24,0.12766,0.91979,0.12152,
330,"buckeye, horsechestnut spp.",Aesculus,spp.,1,,,AESCU,41,47,3,27,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,10/9/2009,440,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.33,25,0.5,25,89,25,143,25,0.36,25,15,25,0.12766,0.91979,0.12152,
331,Ohio buckeye,Aesculus,glabra,1,,,AEGL,41,47,3,27,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.33,25,0.5,25,89,25,143,25,0.36,25,15,25,0.12766,0.91979,0.12152,
332,yellow buckeye,Aesculus,flava,1,,,AEFL,43,43,3,27,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.33,11,0.5,22,89.1,22,142.81818,5,0.36,11,15,21,0.12766,0.91979,0.12152,
333,California buckeye,Aesculus,californica,1,,,AECA,41,47,3,27,221,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.33,25,0.5,25,89,25,143,25,0.36,25,15,25,0.12766,0.91979,0.12152,
334,Texas buckeye,Aesculus,glabra,1,arguta,,AEGLA,41,41,3,27,101,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.33,25,0.5,25,89,25,143,25,0.36,25,15,25,0.12766,0.91979,0.12152,
336,red buckeye,Aesculus,pavia,1,,,AEPA,43,47,3,27,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.33,25,0.5,25,89,25,143,25,0.36,25,15,25,0.12766,0.91979,0.12152,
337,painted buckeye,Aesculus,sylvatica,1,,,AESY,41,47,3,27,101,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.33,25,0.5,25,89,25,143,25,0.36,25,15,25,0.12766,0.91979,0.12152,
341,ailanthus,Ailanthus,altissima,0,,,AIAL,43,47,4,25,146,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.46,11,0.45,22,78.06667,22,74.19565,22,0.53,11,15,21,0.12766,0.91979,0.12152,
345,"mimosa, silktree",Albizia,julibrissin,0.5,,,ALJU,43,43,3,36,146,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
350,alder spp.,Alnus,spp.,0,,,ALNUS,41,47,3,37,221,X,,X,,X,,H,,,,,,,W,,2,,,2/24/2005,333,,8/10/2009,440,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.37,23,0.56,23,75,23,99,23,0.41,23,11.49,21,0.09658,0.91882,0.08593,AUR
351,red alder,Alnus,rubra,0,,,ALRU2,45,45,3,26,131,,,X,X,X,X,H,,,X,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74995,0.37,1,0.56,9,74.57143,18,99.24324,5,0.41,1,12,27,0.09658,0.91882,0.08593,
352,white alder,Alnus,rhombifolia,0,,,ALRH2,47,47,3,26,131,,,X,X,,,H,,,,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.37,24,0.56,24,75,24,99,24,0.41,24,11.49,24,0.09658,0.91882,0.08593,
353,Arizona alder,Alnus,oblongifolia,0,,,ALOB2,43,47,3,37,221,,,X,X,X,,H,,,,X,,,W,,2,,,2/24/2005,333,,8/10/2009,440,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.37,24,0.56,24,75,24,99,24,0.41,24,11.49,24,0.09658,0.91882,0.08593,
355,European alder,Alnus,glutinosa,0,,,ALGL2,41,47,3,26,146,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.37,24,0.56,24,75,24,99,24,0.41,24,11.49,24,0.09658,0.91882,0.08593,
356,serviceberry spp.,Amelanchier,spp.,0.5,,,AMELA,43,48,4,37,221,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.66,11,0.5,22,60.26,22,48.12121,9,0.79,11,8.6,21,0.12766,0.91979,0.12152,AME
357,common serviceberry,Amelanchier,arborea,0.5,,,AMAR3,43,48,4,37,221,X,X,,,,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.66,24,0.5,24,60,24,48,24,0.79,24,8.62,24,0.12766,0.91979,0.12152,
358,roundleaf serviceberry,Amelanchier,sanguinea,0.5,,,AMSA,43,48,4,37,221,X,X,,,,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.66,24,0.5,24,60,24,48,24,0.79,24,8.62,24,0.12766,0.91979,0.12152,
360,madrone spp.,Arbutus,spp.,1,,,ARBUT,43,47,4,37,221,,,X,,X,,H,,,,,,,W,,2,,,2/24/2005,333,,8/10/2009,440,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.58,25,0.6,25,60,25,66,25,0.65,25,15,25,0.12766,0.91979,0.12152,
361,Pacific madrone,Arbutus,menziesii,1,,,ARME,47,47,4,37,132,,,X,X,,,H,,,,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,11,0.6,1,60.25,22,65.77586,9,0.65,11,15,21,0.12766,0.91979,0.12152,
362,Arizona madrone,Arbutus,arizonica,1,,,ARAR2,43,47,4,37,221,,,X,X,X,,H,,,,X,,,W,,2,,,2/24/2005,333,,8/10/2009,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,25,0.6,25,60,25,66,25,0.65,25,15,25,0.12766,0.91979,0.12152,
363,Texas madrone,Arbutus,xalapensis,1,,,ARXA80,48,48,4,29,160,,,,,X,,H,,,,,,E,W,X,4,,,6/7/2007,333,,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,25,0.6,25,60,25,66,25,0.65,25,15,25,0.12798,0.92267,0.12506,
367,pawpaw,Asimina,triloba,0.5,,,ASTR,43,43,3,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
370,birch spp.,Betula,spp.,0.5,,,BETUL,41,41,4,37,221,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.51,23,0.58,23,54.8,23,73.8,23,0.58,23,10.98,21,0.11585,0.94181,0.1074,
371,yellow birch,Betula,alleghaniensis,0.5,,,BEAL2,30,30,4,27,98,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.78859,0.55,1,0.62,3,60.25806,22,71.90909,1,0.62,1,9.8,27,0.11585,0.94181,0.1074,
372,sweet birch,Betula,lenta,0,,,BELE,42,42,4,27,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.6,1,0.62,22,52.5,11,73,1,0.65,1,9.8,21,0.11585,0.94181,0.1074,
373,river birch,Betula,nigra,0,,,BENI,41,41,3,28,129,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,11,0.55,22,45.69091,22,86.42857,22,0.56,11,9.8,21,0.11585,0.94181,0.1074,
374,water birch,Betula,occidentalis,0.5,,,BEOC2,41,47,3,28,221,X,,X,X,X,,H,,,,X,,E,W,,1.7,,,2/24/2005,333,,3/20/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.51,24,0.58,24,54.8,24,73.8,24,0.58,24,10.98,24,0.11585,0.94181,0.1074,
375,paper birch,Betula,papyrifera,0,,,BEPA,41,47,3,28,99,X,X,X,X,X,X,H,X,X,X,X,,E,W,,1.7,,,2/24/2005,333,,8/10/2009,440,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.48,1,0.56,5,51.67857,18,73.60417,1,0.55,1,12.6,28,0.11585,0.94181,0.1074,BOP
377,Virginia roundleaf birch,Betula,uber,0,,,BEUB,41,47,3,27,221,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.51,24,0.58,24,54.8,24,73.8,24,0.58,24,10.98,24,0.11585,0.94181,0.1074,
378,northwestern paper birch,Betula,x utahensis,0,,,BEUT,47,47,3,28,99,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.51,24,0.58,24,54.8,24,73.8,24,0.58,24,10.98,24,0.11585,0.94181,0.1074,
379,gray birch,Betula,populifolia,0,,,BEPO,41,41,3,28,224,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.45,11,0.55,22,63.16364,11,63.82222,5,0.51,11,12.6,21,0.11585,0.94181,0.1074,BOG
381,"chittamwood, gum bumelia",Sideroxylon,lanuginosum,0.5,,lanuginosum,SILAL3,43,43,4,25,151,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
391,"American hornbeam, musclewood",Carpinus,caroliniana,1,,,CACA18,43,43,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.58,11,0.55,22,89.4,22,46.44828,9,0.7,11,8.6,21,0.12766,0.91979,0.12152,CAR
400,hickory spp.,Carya,spp.,0,,,CARYA,29,29,4,29,221,X,X,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,23,0.62,23,56.74,13,68.88,23,0.68,23,16,35,0.12798,0.92267,0.12506,
401,water hickory,Carya,aquatica,0.5,,,CAAQ2,29,29,4,29,90,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.61,1,0.6,6,60.25,22,83.90164,1,0.62,1,16,21,0.12798,0.92267,0.12506,
402,bitternut hickory,Carya,cordiformis,0,,,CACO15,29,29,4,29,92,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.6,1,0.6,8,60.25,22,70.93333,1,0.66,1,16,21,0.12798,0.92267,0.12506,CAC
403,pignut hickory,Carya,glabra,0.5,,,CAGL8,29,29,4,29,92,X,X,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.66,1,0.6,8,60.25,22,65.10606,5,0.75,1,16,21,0.12798,0.92267,0.12506,
404,pecan,Carya,illinoinensis,0,,,CAIL2,29,47,4,29,91,X,X,,X,X,,H,X,,,X,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.6,1,0.6,6,60.25,22,65.6,1,0.66,1,16,21,0.12798,0.92267,0.12506,
405,shellbark hickory,Carya,laciniosa,1,,,CALA21,29,29,4,29,90,X,X,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,1,0.6,6,60.25,22,65.41935,5,0.69,1,16,21,0.12798,0.92267,0.12506,
406,nutmeg hickory,Carya,myristiciformis,0,,,CAMY,29,29,4,29,92,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.56,1,0.6,6,60.25,22,77.42857,16,0.6,1,16,21,0.12798,0.92267,0.12506,
407,shagbark hickory,Carya,ovata,0.5,,,CAOV2,29,29,4,29,92,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.64,1,0.72,5,33.54167,22,60.25,5,0.72,1,16,21,0.12798,0.92267,0.12506,CAF
408,black hickory,Carya,texana,0,,,CATE9,29,29,4,29,92,X,,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16,24,0.12798,0.92267,0.12506,
409,mockernut hickory,Carya,alba,0,,,CAAL27,29,29,4,29,92,X,X,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.64,1,0.6,8,60.25,22,62.76563,1,0.72,1,16,21,0.12798,0.92267,0.12506,
410,sand hickory,Carya,pallida,0,,,CAPA24,29,29,4,29,92,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16,24,0.12798,0.92267,0.12506,
411,scrub hickory,Carya,floridana,0,,,CAFL6,29,47,4,29,92,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16,24,0.12798,0.92267,0.12506,
412,red hickory,Carya,ovalis,0,,,CAOV3,29,47,4,29,92,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16,24,0.12798,0.92267,0.12506,
413,southern shagbark hickory,Carya,carolinae-septentrionalis,0,,,CACA38,29,47,4,29,92,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16,24,0.12798,0.92267,0.12506,
420,chestnut spp.,Castanea,spp.,0.5,,,CASTA,43,47,3,37,221,X,X,,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.4,25,0.5,25,89,25,120,25,0.43,25,15,25,0.12766,0.91979,0.12152,
421,American chestnut,Castanea,dentata,0.5,,,CADE12,43,43,3,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.4,1,0.5,6,89.1,22,120.35,1,0.43,1,15,21,0.12766,0.91979,0.12152,
422,Allegheny chinkapin,Castanea,pumila,0.5,,,CAPU9,43,43,3,29,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.4,25,0.5,25,89,25,120,25,0.43,25,15,25,0.12766,0.91979,0.12152,
423,Ozark chinkapin,Castanea,pumila,0.5,ozarkensis,,CAPUO,43,43,3,29,221,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.4,25,0.5,25,89,25,120,25,0.43,25,15,25,0.12766,0.91979,0.12152,
424,Chinese chestnut,Castanea,mollissima,0.5,,,CAMO83,43,47,3,37,146,X,X,,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.4,25,0.5,25,89,25,120,25,0.43,25,15,25,0.12766,0.91979,0.12152,
431,"giant chinkapin, golden chinkapin",Chrysolepis,chrysophylla,0.5,chrysophylla,,CHCHC4,47,47,3,29,133,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.42,11,0.42,7,90.78571,22,132.76199,9,0.46,11,12,30,0.12766,0.91979,0.12152,
450,catalpa spp.,Catalpa,spp.,0,,,CATAL,42,42,4,27,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.38,25,0.5,25,89,25,73,25,0.41,25,15,25,0.12766,0.91979,0.12152,
451,southern catalpa,Catalpa,bignonioides,0,,,CABI8,43,43,4,27,221,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.38,25,0.5,25,89,25,73,25,0.41,25,15,25,0.12766,0.91979,0.12152,
452,northern catalpa,Catalpa,speciosa,0,,,CASP8,41,41,3,27,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.38,11,0.5,22,89.1,22,72.92105,9,0.41,11,15,21,0.12766,0.91979,0.12152,
460,hackberry spp.,Celtis,spp.,0.5,,,CELTI,41,41,3,36,115,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,25,0.49,25,90,25,64,25,0.53,25,15,25,0.12766,0.91979,0.12152,
461,sugarberry,Celtis,laevigata,0.5,,,CELA,41,47,3,36,100,X,X,,X,X,,H,,,,X,,E,W,,1.7,,,2/24/2005,333,,3/20/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,25,0.49,25,90,25,64,25,0.53,25,15,25,0.12766,0.91979,0.12152,
462,hackberry,Celtis,occidentalis,0.5,,,CEOC,41,47,3,36,115,X,X,,X,X,X,H,X,X,,X,,E,W,,1.7,,,2/24/2005,333,,3/20/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,1,0.49,8,89.69388,22,63.53061,16,0.53,1,15,32,0.12766,0.91979,0.12152,CEO
463,netleaf hackberry,Celtis,laevigata,0.5,reticulata,,CELAR,41,41,3,36,115,X,,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,25,0.49,25,90,25,64,25,0.53,25,15,25,0.12766,0.91979,0.12152,
471,eastern redbud,Cercis,canadensis,0.5,,,CECA4,43,43,3,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
475,curlleaf mountain-mahogany,Cercocarpus,ledifolius,0.5,,,CELE3,48,48,4,38,156,,,X,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,8/10/2009,440,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,
481,yellowwood,Cladrastis,kentukea,0.5,,,CLKE,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
